coef,b,se,z,p,ci_low,ci_high
1.ai_level,.1055190484393581,.0092583621431385,11.39716148579905,0,.0873726586388066,.1236654382399096
2.ai_level,.1638278380122325,.0102349096143005,16.00676939865963,0,.1437674151682035,.1838882608562615
