coef,b,se,z,p,ci_low,ci_high
1.ai_level,.086230244254074,.0088534334709874,9.73975176259578,0,.0688775146509387,.1035829738572093
2.ai_level,.1166125028833288,.010321008838694,11.29855663393509,0,.0963833255594886,.1368416802071691
