coef,b,se,z,p,ci_low,ci_high
1.ai_level,.0305927193144178,.0427522789614986,.7155810183117647,.4742500977467128,-.0532017474501194,.1143871860789551
2.ai_level,.0740206861644162,.0561307531833326,1.318718919068341,.1872630994384257,-.0359955900749157,.1840369624037481
