coef,b,se,z,p,ci_low,ci_high
1.ai_level,.0902663950677624,.0387206912574298,2.331218584596986,.019741836665186,.0143738402032,.1661589499323248
2.ai_level,.1171316246597957,.0433664670830701,2.70097226125028,.0069137104410151,.0321333491769783,.2021299001426131
